state,avgRating,recordNum
VT,4.833333333333333,6
RI,4.8,5
HI,4.555555555555555,9
ME,4.578947368421052,19
VA,4.71830985915493,71
MI,4.516129032258065,93
ID,4.714285714285714,7
DE,4.833333333333333,6
IA,4.653846153846154,26
MD,4.413793103448276,29
MA,4.455357142857143,112
AR,4.416666666666667,12
IL,4.491228070175438,114
UT,4.285714285714286,14
IN,4.230769230769231,26
MN,4.546511627906977,172
AZ,4.448275862068965,29
MO,4.6521739130434785,23
MT,5.0,3
MS,5.0,3
NH,4.384615384615385,13
NJ,4.6,55
PR,5.0,2
NM,4.444444444444445,9
AK,5.0,2
TX,4.542635658914729,129
AL,4.75,8
NC,4.545454545454546,33
ND,4.5,4
NE,4.333333333333333,6
NY,4.459893048128342,187
GA,4.484848484848484,33
NV,4.545454545454546,11
TN,4.515151515151516,33
CA,4.464114832535885,418
OK,4.631578947368421,19
OH,4.5473684210526315,95
WY,4.8,5
FL,4.6875,48
SD,4.75,4
SC,4.65,20
CT,4.5625,32
WV,4.428571428571429,7
DC,4.45,20
WI,4.64,50
KY,4.6875,16
KS,4.5,14
OR,4.380952380952381,42
LA,4.461538461538462,13
WA,4.435897435897436,78
CO,4.487179487179487,39
PA,4.388888888888889,72
