state,avgRating,recordNum
VT,4.333333333333333,9
RI,4.833333333333333,6
HI,3.8181818181818183,11
ME,4.235294117647059,17
VA,4.333333333333333,84
MI,4.333333333333333,111
ID,5.0,5
DE,4.5,8
IA,4.111111111111111,18
MD,4.157894736842105,38
MA,4.142857142857143,119
AR,4.0,13
IL,4.25,144
UT,4.166666666666667,12
IN,4.260869565217392,23
MN,4.368421052631579,190
AZ,4.435897435897436,39
MO,4.375,32
MT,4.5,6
MS,4.0,1
NH,4.3125,16
NJ,4.3559322033898304,59
PR,5.0,1
NM,4.8,15
AK,5.0,2
TX,4.257575757575758,132
AL,4.888888888888889,9
NC,4.512195121951219,41
ND,5.0,3
NE,4.8,15
NY,4.212643678160919,174
GA,4.428571428571429,35
NV,4.222222222222222,9
TN,4.176470588235294,34
CA,4.318658280922432,477
OK,4.222222222222222,18
OH,4.22680412371134,97
WY,3.75,4
FL,4.410958904109589,73
SD,4.857142857142857,7
SC,4.444444444444445,18
CT,4.4375,32
WV,3.8,5
DC,4.1875,16
WI,4.363636363636363,66
KY,4.473684210526316,19
KS,4.352941176470588,17
OR,4.4576271186440675,59
LA,4.153846153846154,13
WA,4.396039603960396,101
CO,4.235294117647059,51
PA,4.287671232876712,73
