state,avgRating,recordNum
VT,3.625,8
RI,4.555555555555555,9
HI,4.6875,16
ME,4.384615384615385,26
VA,4.583333333333333,96
MI,4.4,135
ID,4.25,8
DE,4.916666666666667,12
IA,4.4,25
MD,4.627906976744186,43
MA,4.441379310344828,145
AR,4.357142857142857,14
IL,4.490322580645161,155
UT,4.555555555555555,18
IN,4.2894736842105265,38
MN,4.4104803493449785,229
AZ,4.5,42
MO,4.361111111111111,36
MT,4.666666666666667,6
MS,5.0,2
NH,4.6521739130434785,23
NJ,4.446153846153846,65
PR,4.666666666666667,3
NM,4.923076923076923,13
AK,5.0,1
AL,4.571428571428571,14
TX,4.450331125827814,151
NC,4.355555555555555,45
ND,4.8,5
NE,4.75,16
NY,4.387755102040816,196
GA,4.463414634146342,41
NV,4.384615384615385,13
TN,4.32,50
CA,4.467411545623836,537
OK,4.2727272727272725,22
OH,4.485148514851486,101
WY,3.6666666666666665,3
FL,4.45945945945946,74
SD,4.833333333333333,6
SC,4.260869565217392,23
CT,4.642857142857143,42
WV,4.714285714285714,7
DC,4.117647058823529,17
WI,4.376470588235295,85
KY,4.565217391304348,23
KS,4.65,20
OR,4.476190476190476,63
LA,4.4,10
WA,4.385321100917431,109
CO,4.363636363636363,55
PA,4.542168674698795,83
