state,avgRating,recordNum
VT,4.7,10
RI,4.4,10
HI,4.461538461538462,13
ME,4.542857142857143,35
VA,4.231481481481482,108
MI,4.5,122
ID,4.25,8
DE,4.5,10
IA,4.071428571428571,28
MD,4.074074074074074,54
MA,4.214285714285714,182
AR,4.357142857142857,14
IL,4.365168539325842,178
UT,4.454545454545454,11
IN,4.0,42
MN,4.166666666666667,234
AZ,4.479166666666667,48
MO,4.361702127659575,47
MT,4.375,8
MS,4.0,2
NH,3.8947368421052633,19
NJ,4.4375,80
PR,5.0,2
NM,3.923076923076923,13
AK,4.333333333333333,6
AL,4.142857142857143,7
TX,4.405882352941177,170
NC,4.326086956521739,46
ND,4.2,5
NE,4.1,10
NY,4.266187050359712,278
GA,4.113207547169812,53
NV,4.529411764705882,17
TN,4.224489795918367,49
CA,4.34947049924357,661
OK,4.4,25
OH,4.365079365079365,126
WY,4.25,4
FL,4.2105263157894735,76
SD,5.0,6
SC,4.157894736842105,19
CT,4.423076923076923,52
WV,3.875,8
DC,4.217391304347826,23
WI,4.5,78
KY,4.470588235294118,17
KS,4.478260869565218,23
OR,4.386666666666667,75
LA,4.681818181818182,22
WA,4.258333333333334,120
CO,4.621212121212121,66
PA,4.18,100
