userID,movieID,rating
1501,719,5
1501,575,4
1501,2050,4
1501,2051,3
1501,3793,3
1501,2054,3
1501,2055,3
1501,2056,2
1501,2057,4
1501,2059,4
1501,585,4
1501,586,5
1501,588,4
1501,589,4
1501,1,4
1501,2,4
1501,3,5
1501,3004,3
1501,5,4
1501,7,3
1501,8,3
1501,3948,5
1501,1266,4
1501,733,4
1501,736,4
1501,594,4
1501,595,4
1501,596,4
1501,597,5
1501,1410,3
1501,1414,1
1501,1270,4
1501,2077,4
1501,2078,4
1501,3020,4
1501,2080,4
1501,2081,4
1501,2082,4
1501,2083,5
1501,1282,3
1501,2085,4
1501,750,4
1501,2087,4
1501,2088,3
1501,3034,4
1501,3035,4
1501,1432,4
1501,3037,2
1501,2090,4
1501,3039,5
1501,2092,3
1501,1291,5
1501,2096,4
1501,2098,4
1501,2099,4
1501,765,2
1501,1441,3
1501,911,5
1501,1445,3
1501,2249,3
1501,918,4
1501,919,5
1501,2252,2
1501,1453,3
1501,920,3
1501,1457,4
1501,924,3
1501,780,5
1501,786,4
1501,788,4
1501,1602,2
1501,3061,5
1501,2405,4
1501,2406,4
1501,2407,4
1501,2408,3
1501,2263,4
1501,1461,4
1501,1608,4
1501,2265,3
1501,1463,4
1501,2268,4
1501,933,4
1501,934,5
1501,3071,4
1501,1474,4
1501,2420,4
1501,2421,4
1501,2422,4
1501,2424,4
1501,2427,1
1501,2429,2
1501,3086,4
1501,3088,5
1501,1485,4
1501,952,4
1501,953,5
1501,2430,2
1501,2431,4
1501,1632,4
1501,2294,4
1501,3097,4
1501,2295,4
1501,3098,3
1501,3243,4
1501,3247,4
1501,3253,4
1501,3254,4
1501,3255,4
1501,984,1
1501,986,4
1501,1801,4
1501,3408,5
1501,3263,5
1501,3264,4
1501,1663,3
1501,3269,4
1501,2469,4
1501,991,5
1501,3412,3
1501,2615,4
1501,2470,4
1501,2617,5
1501,2471,4
1501,2473,4
1501,204,4
1501,2478,5
1501,207,4
1501,208,2
1501,2622,4
1501,2628,5
1501,1681,3
1501,1688,5
1501,1689,4
1501,1831,4
1501,1837,2
1501,3298,2
1501,2496,4
1501,3299,3
1501,2498,2
1501,2499,3
1501,3441,4
1501,2640,4
1501,2641,4
1501,2642,4
1501,2643,4
1501,3448,4
1501,231,4
1501,1848,2
1501,236,4
1501,3450,5
1501,1855,4
1501,2802,3
1501,2804,4
1501,2805,3
1501,3608,4
1501,3469,4
1501,252,4
1501,256,3
1501,258,4
1501,3614,3
1501,3471,4
1501,3618,2
1501,2671,4
1501,1870,4
1501,1876,4
1501,260,4
1501,3623,5
1501,3624,5
1501,2822,4
1501,3481,4
1501,2826,4
1501,2828,2
1501,410,4
1501,2829,4
1501,1881,4
1501,1882,1
1501,1883,4
1501,414,4
1501,3489,4
1501,2687,4
1501,415,3
1501,1888,4
1501,274,3
1501,275,3
1501,276,4
1501,3638,3
1501,3494,4
1501,420,4
1501,1894,4
1501,289,4
1501,1100,4
1501,1101,4
1501,432,4
1501,433,3
1501,435,3
1501,295,4
1501,1113,2
1501,2857,3
1501,440,5
1501,442,4
1501,3807,3
1501,3809,4
1501,2861,4
1501,1127,4
1501,450,4
1501,457,5
1501,3672,4
1501,2870,3
1501,3674,3
1501,2872,4
1501,1135,4
1501,1136,4
1501,2876,4
1501,3821,4
1501,3827,4
1501,1148,4
1501,616,4
1501,2889,5
1501,471,2
1501,472,4
1501,473,3
1501,474,4
1501,3836,4
1501,3699,3
1501,480,5
1501,2899,4
1501,486,4
1501,487,2
1501,2102,4
1501,2103,4
1501,1302,4
1501,3844,4
1501,2105,3
1501,2106,4
1501,1304,4
1501,2109,4
1501,1307,4
1501,1167,2
1501,637,4
1501,497,4
1501,2115,5
1501,2116,4
1501,1317,4
1501,648,4
1501,3861,2
1501,2124,4
1501,1183,4
1501,653,4
1501,3871,4
1501,2133,4
1501,2135,3
1501,2137,4
1501,2139,4
1501,1196,4
1501,1197,4
1501,1198,5
1501,2140,4
1501,2141,4
1501,2142,3
1501,671,4
1501,673,3
1501,2153,4
1501,3893,1
1501,1353,4
1501,1356,4
1501,1359,4
1501,2302,4
1501,1500,4
1501,2161,4
1501,2162,2
1501,830,4
1501,2167,4
1501,833,2
1501,1367,2
1501,694,4
1501,3114,4
1501,1517,3
1501,2174,4
1501,1518,3
1501,840,2
1501,1374,3
1501,1375,3
1501,3120,3
1501,2321,1
1501,2324,5
1501,1526,2
1501,1380,4
1501,2329,4
1501,1527,3
1501,852,4
1501,1387,4
1501,2334,4
1501,2335,5
1501,2339,1
1501,1537,3
1501,1391,1
1501,2194,5
1501,1393,4
1501,1394,2
1501,1396,4
1501,3144,4
1501,1544,4
1501,2353,5
1501,3156,4
1501,2354,2
1501,1552,4
1501,3157,3
1501,2355,4
1501,2359,4
1501,881,4
1501,2501,5
1501,2502,4
1501,1702,4
1501,1703,4
1501,1707,1
1501,1566,3
1501,1569,4
1501,899,5
1501,1713,1
1501,3175,5
1501,2373,3
1501,102,1
1501,2375,3
1501,1573,4
1501,104,4
1501,2378,4
1501,2379,4
1501,2528,4
1501,1580,4
1501,110,5
1501,2529,4
1501,1581,3
1501,1582,4
1501,3189,4
1501,1587,3
1501,1588,4
1501,2533,4
1501,2392,1
1501,2394,5
1501,1593,4
1501,2396,5
1501,126,1
1501,2399,3
1501,1597,5
1501,3341,3
1501,2549,3
1501,1747,4
1501,135,3
1501,3354,3
1501,2559,4
1501,144,1
1501,3500,3
1501,2701,1
1501,3360,5
1501,3361,3
1501,3508,4
1501,3363,3
1501,1907,4
1501,2567,3
1501,150,4
1501,158,4
1501,3510,4
1501,3512,5
1501,2716,5
1501,2717,4
1501,2571,5
1501,1917,4
1501,2574,3
1501,1918,5
1501,1772,4
1501,304,4
1501,1777,4
1501,161,4
1501,168,5
1501,2720,3
1501,1920,2
1501,2723,4
1501,3526,4
1501,2724,5
1501,2581,4
1501,3385,3
1501,3387,3
1501,1784,4
1501,2587,4
1501,316,4
1501,317,3
1501,318,4
1501,172,3
1501,174,3
1501,3536,3
1501,2736,4
1501,1937,4
1501,3396,3
1501,3398,3
1501,2598,4
1501,185,4
1501,186,4
1501,1005,4
1501,1007,4
1501,1009,4
1501,333,3
1501,11,4
1501,339,5
1501,19,1
1501,198,4
1501,1010,3
1501,3552,3
1501,1011,3
1501,1012,4
1501,3555,5
1501,1015,4
1501,1016,4
1501,1017,4
1501,1019,4
1501,1957,5
1501,21,4
1501,349,4
1501,1020,4
1501,2761,5
1501,1022,4
1501,3564,1
1501,2762,4
1501,1960,3
1501,2763,4
1501,1961,4
1501,1024,4
1501,1962,4
1501,1028,5
1501,1029,4
1501,1968,4
1501,356,5
1501,34,4
1501,357,3
1501,39,4
1501,2915,4
1501,1030,3
1501,2770,5
1501,1031,4
1501,1032,4
1501,2918,4
1501,1033,4
1501,500,5
1501,1035,5
1501,3578,5
1501,505,3
1501,360,3
1501,364,3
1501,44,3
1501,367,4
1501,368,5
1501,1042,5
1501,3585,4
1501,511,4
1501,514,4
1501,516,4
1501,372,3
1501,374,3
1501,52,4
1501,376,4
1501,378,4
1501,3733,4
1501,3591,4
1501,2791,1
1501,520,4
1501,2794,4
1501,2796,2
1501,1994,4
1501,1057,4
1501,524,5
1501,2797,4
1501,380,5
1501,527,5
1501,60,4
1501,64,4
1501,2000,4
1501,3740,4
1501,2003,3
1501,1201,4
1501,2005,4
1501,3745,4
1501,2006,5
1501,2947,4
1501,1064,4
1501,393,4
1501,539,5
1501,2011,4
1501,3751,4
1501,2012,4
1501,1210,4
1501,2950,4
1501,2013,4
1501,3753,5
1501,2014,3
1501,2015,4
1501,2953,4
1501,2016,4
1501,2017,3
1501,1215,4
1501,2018,4
1501,3759,4
1501,1073,4
1501,541,5
1501,543,3
1501,1079,4
1501,88,3
1501,3901,1
1501,1220,4
1501,2965,3
1501,2028,5
1501,1226,4
1501,1083,4
1501,552,5
1501,558,4
1501,94,2
1501,3916,4
1501,3770,4
1501,3771,3
1501,1230,4
1501,1231,5
1501,2034,3
1501,2973,3
1501,3776,4
1501,2038,3
1501,1090,5
1501,1091,2
1501,704,4
1501,708,3
1501,1097,4
1501,709,4
1501,566,2
1501,569,3
1501,2040,4
1501,3926,4
1501,3927,4
1501,2042,4
1501,1240,4
1501,2043,4
1501,3784,5
1501,2046,4
1501,711,3
1501,1246,5
1502,719,3
1502,2053,3
1502,3793,5
1502,2058,5
1502,2997,1
1502,586,4
1502,587,3
1502,588,4
1502,1,4
1502,2,4
1502,3005,4
1502,3948,4
1502,1407,3
1502,1409,4
1502,1265,1
1502,733,5
1502,590,4
1502,3020,4
1502,2084,4
1502,2092,4
1502,1291,5
1502,2094,3
1502,3052,5
1502,2253,4
1502,780,4
1502,784,3
1502,1603,2
1502,3208,3
1502,1608,3
1502,1465,4
1502,1468,1
1502,799,4
1502,3213,4
1502,1610,5
1502,2413,5
1502,1614,4
1502,1615,2
1502,2273,4
1502,1473,4
1502,3081,2
1502,3082,2
1502,2427,1
1502,1625,4
1502,3086,3
1502,1639,4
1502,2297,1
1502,1499,2
1502,3243,2
1502,3247,5
1502,1644,1
1502,3250,4
1502,3253,3
1502,3255,4
1502,2605,3
1502,3409,4
1502,3264,3
1502,1667,4
1502,991,4
1502,3271,3
1502,2616,2
1502,2617,5
1502,1673,2
1502,204,4
1502,1676,2
1502,2628,4
1502,1682,4
1502,216,4
1502,1689,5
1502,1831,3
1502,1833,3
1502,3438,4
1502,2490,4
1502,3439,4
1502,2492,4
1502,1693,4
1502,223,5
1502,3440,2
1502,231,1
1502,1866,4
1502,252,4
1502,256,2
1502,3618,2
1502,1876,3
1502,260,3
1502,3623,2
1502,3624,4
1502,3481,4
1502,2826,1
1502,3484,3
1502,410,2
1502,2683,4
1502,1882,4
1502,1883,4
1502,413,4
1502,3489,4
1502,274,3
1502,2694,4
1502,3499,4
1502,2699,3
1502,2840,1
1502,434,3
1502,292,4
1502,296,1
1502,2858,2
1502,440,4
1502,1126,1
1502,455,3
1502,457,5
1502,605,4
1502,3825,4
1502,471,2
1502,473,3
1502,2890,4
1502,480,5
1502,485,3
1502,1167,5
1502,494,4
1502,3852,5
1502,2116,2
1502,648,4
1502,1320,3
1502,3863,1
1502,2124,3
1502,653,4
1502,801,3
1502,805,4
1502,1196,3
1502,1197,4
1502,3884,3
1502,671,5
1502,673,4
1502,3897,5
1502,1356,5
1502,829,2
1502,2167,5
1502,832,3
1502,3114,4
1502,2170,1
1502,1515,3
1502,1370,3
1502,1517,2
1502,849,3
1502,2329,4
1502,1527,4
1502,1385,3
1502,2334,3
1502,2335,4
1502,2338,1
1502,1390,4
1502,1391,4
1502,2194,4
1502,1396,5
1502,2353,4
1502,2355,4
1502,1556,2
1502,3300,4
1502,2505,2
1502,1704,3
1502,2507,1
1502,1562,1
1502,3317,5
1502,1713,4
1502,3318,3
1502,3173,3
1502,3174,4
1502,3175,4
1502,1717,3
1502,1573,4
1502,3178,4
1502,104,4
1502,1722,3
1502,1726,4
1502,1580,5
1502,110,5
1502,112,3
1502,1588,4
1502,2539,4
1502,2393,3
1502,1591,3
1502,1597,4
1502,1599,2
1502,2541,3
1502,1744,1
1502,135,4
1502,3354,1
1502,1754,5
1502,145,3
1502,2700,5
1502,2701,3
1502,2706,2
1502,1762,4
1502,1909,1
1502,150,4
1502,153,4
1502,158,3
1502,2710,1
1502,3513,1
