userID,movieID,rating
17,2901,4
23,2901,5
53,2901,4
105,2901,4
117,2901,4
121,2901,5
165,2901,5
245,2901,1
272,2901,3
295,2901,3
296,2901,5
305,2901,5
352,2901,3
390,2901,5
424,2901,4
456,2901,3
472,2901,2
474,2901,3
482,2901,2
543,2901,4
545,2901,2
563,2901,3
602,2901,2
651,2901,2
678,2901,3
692,2901,3
710,2901,3
744,2901,3
749,2901,2
765,2901,1
816,2901,2
839,2901,4
850,2901,5
858,2901,3
877,2901,1
881,2901,2
889,2901,2
902,2901,4
904,2901,4
949,2901,3
1015,2901,3
1017,2901,5
1025,2901,4
1040,2901,4
1053,2901,2
1058,2901,2
1115,2901,3
1119,2901,3
1186,2901,5
1209,2901,4
1216,2901,4
1274,2901,4
1285,2901,3
1303,2901,4
1317,2901,3
1324,2901,4
1333,2901,5
1357,2901,3
1369,2901,4
1370,2901,3
1392,2901,1
1420,2901,2
1422,2901,2
1449,2901,3
1496,2901,4
1503,2901,3
1533,2901,4
1583,2901,3
1593,2901,3
1598,2901,5
1608,2901,1
1624,2901,1
1626,2901,4
1639,2901,4
1643,2901,4
1675,2901,4
1680,2901,5
1695,2901,2
1698,2901,3
1722,2901,5
1733,2901,4
1746,2901,5
1749,2901,1
1765,2901,4
1776,2901,3
1782,2901,3
1802,2901,3
1820,2901,3
1835,2901,4
1837,2901,3
1851,2901,3
1854,2901,3
1856,2901,5
1920,2901,1
1922,2901,2
1931,2901,2
1934,2901,3
1941,2901,2
1969,2901,3
1974,2901,4
1980,2901,3
1985,2901,3
2001,2901,5
2013,2901,2
2015,2901,4
2021,2901,2
2031,2901,3
2042,2901,4
2056,2901,3
2063,2901,3
2088,2901,3
2109,2901,4
2129,2901,4
2131,2901,4
2144,2901,3
2155,2901,5
2156,2901,4
2164,2901,4
2167,2901,4
2181,2901,4
2194,2901,4
2205,2901,3
2228,2901,3
2255,2901,1
2278,2901,5
2298,2901,3
2323,2901,3
2352,2901,3
2400,2901,1
2411,2901,3
2455,2901,1
2457,2901,3
2526,2901,2
2566,2901,3
2581,2901,1
2583,2901,5
2590,2901,4
2599,2901,3
2605,2901,4
2643,2901,4
2781,2901,4
2783,2901,5
2790,2901,3
2820,2901,3
2833,2901,3
2839,2901,2
2852,2901,5
2857,2901,3
2860,2901,2
2910,2901,5
2928,2901,2
2962,2901,3
2976,2901,4
3005,2901,4
3018,2901,3
3032,2901,5
3056,2901,3
3069,2901,2
3081,2901,3
3090,2901,1
3094,2901,3
3118,2901,3
3121,2901,3
3169,2901,1
3193,2901,4
3198,2901,4
3242,2901,1
3249,2901,2
3283,2901,2
3304,2901,3
3314,2901,5
3342,2901,3
3345,2901,1
3352,2901,3
3389,2901,3
3395,2901,4
3476,2901,1
3491,2901,5
3528,2901,2
3550,2901,4
3569,2901,3
3607,2901,1
3617,2901,3
3618,2901,2
3624,2901,4
3626,2901,4
3658,2901,5
3660,2901,1
3678,2901,3
3722,2901,5
3724,2901,3
3731,2901,5
3745,2901,4
3754,2901,3
3762,2901,2
3771,2901,1
3801,2901,4
3804,2901,4
3806,2901,3
3807,2901,5
3808,2901,1
3812,2901,4
3818,2901,5
3824,2901,4
3841,2901,4
3849,2901,3
3860,2901,3
3874,2901,5
3889,2901,5
3896,2901,3
3923,2901,1
3934,2901,1
3938,2901,4
3942,2901,2
3961,2901,4
3998,2901,5
3999,2901,3
4006,2901,3
4009,2901,1
4011,2901,2
4014,2901,4
4016,2901,2
4021,2901,3
4022,2901,1
4024,2901,3
4031,2901,3
4041,2901,5
4053,2901,4
4060,2901,4
4067,2901,3
4083,2901,4
4087,2901,2
4114,2901,5
4121,2901,3
4132,2901,3
4157,2901,4
4167,2901,5
4169,2901,3
4185,2901,2
4198,2901,2
4204,2901,4
4227,2901,1
4236,2901,5
4238,2901,3
4244,2901,4
4245,2901,2
4260,2901,3
4272,2901,4
4277,2901,4
4279,2901,3
4287,2901,4
4291,2901,5
4303,2901,4
4305,2901,4
4312,2901,3
4334,2901,5
4337,2901,5
4344,2901,3
4358,2901,5
4381,2901,4
4406,2901,3
4409,2901,4
4414,2901,2
4446,2901,2
4447,2901,3
4448,2901,5
4477,2901,4
4497,2901,2
4508,2901,3
4514,2901,4
4520,2901,4
4575,2901,1
4585,2901,4
4656,2901,4
4658,2901,1
4721,2901,4
4728,2901,3
4732,2901,3
4734,2901,1
4798,2901,5
4897,2901,2
4972,2901,4
4977,2901,3
4979,2901,1
4985,2901,4
5036,2901,3
5059,2901,4
5075,2901,5
5112,2901,2
5137,2901,3
5151,2901,2
5158,2901,3
5182,2901,3
5205,2901,2
5220,2901,3
5319,2901,4
5327,2901,4
5389,2901,2
5443,2901,4
5475,2901,3
5522,2901,4
5538,2901,4
5550,2901,2
5554,2901,2
5595,2901,3
5597,2901,1
5614,2901,3
5627,2901,3
5738,2901,5
5741,2901,2
5778,2901,4
5788,2901,4
5794,2901,3
5795,2901,3
5797,2901,2
5800,2901,2
5814,2901,4
5822,2901,3
5831,2901,3
5845,2901,5
5854,2901,3
5917,2901,2
5929,2901,2
5954,2901,5
5970,2901,1
6000,2901,2
6005,2901,4
6007,2901,3
6011,2901,3
6036,2901,3
245,2902,1
278,2902,3
284,2902,1
302,2902,1
390,2902,3
424,2902,3
482,2902,3
549,2902,3
601,2902,3
637,2902,2
663,2902,3
667,2902,4
678,2902,3
687,2902,2
705,2902,2
732,2902,2
749,2902,2
798,2902,2
808,2902,2
869,2902,3
881,2902,1
967,2902,3
1015,2902,2
1017,2902,3
1112,2902,1
1146,2902,2
1165,2902,3
1181,2902,2
1207,2902,2
1284,2902,2
1285,2902,3
1297,2902,2
1340,2902,2
1357,2902,1
1422,2902,2
1447,2902,3
1449,2902,1
1496,2902,2
1593,2902,2
1599,2902,2
1635,2902,3
1675,2902,3
1680,2902,5
1722,2902,4
1736,2902,3
1737,2902,2
1835,2902,3
1887,2902,3
1926,2902,3
1941,2902,2
1980,2902,3
1988,2902,2
2064,2902,1
2102,2902,2
2129,2902,2
2164,2902,4
2181,2902,4
2186,2902,1
2264,2902,3
2352,2902,2
2444,2902,1
2456,2902,2
2503,2902,3
2590,2902,2
2854,2902,1
2909,2902,2
2910,2902,4
2962,2902,2
2976,2902,3
3032,2902,4
3154,2902,5
3224,2902,3
3265,2902,3
3320,2902,3
3377,2902,3
3422,2902,1
3476,2902,1
3526,2902,3
3528,2902,2
3626,2902,3
3677,2902,3
3681,2902,2
3683,2902,2
3709,2902,3
3762,2902,1
3768,2902,3
3771,2902,3
3778,2902,1
3806,2902,3
3807,2902,2
3808,2902,1
3824,2902,3
3841,2902,3
3844,2902,3
3903,2902,3
3914,2902,2
3998,2902,3
3999,2902,2
4009,2902,1
4040,2902,2
4041,2902,3
4051,2902,3
4058,2902,1
4064,2902,3
4085,2902,3
4089,2902,4
4116,2902,2
4169,2902,4
4186,2902,1
4227,2902,1
4238,2902,2
4277,2902,3
4279,2902,3
4289,2902,3
4305,2902,2
4306,2902,4
4312,2902,3
4337,2902,2
4344,2902,3
4381,2902,2
4387,2902,2
4447,2902,2
4488,2902,2
4497,2902,1
4505,2902,4
4508,2902,1
4510,2902,2
4520,2902,2
4543,2902,1
4556,2902,1
4575,2902,1
4596,2902,2
4637,2902,1
4658,2902,2
4801,2902,5
4819,2902,4
4972,2902,3
5098,2902,1
5166,2902,2
5167,2902,1
5220,2902,4
5306,2902,1
5312,2902,2
5363,2902,4
5459,2902,1
5511,2902,3
5551,2902,2
5574,2902,2
5597,2902,1
5627,2902,2
5698,2902,4
5738,2902,3
5767,2902,4
5788,2902,3
5795,2902,3
5811,2902,1
5812,2902,1
5824,2902,3
5831,2902,3
5854,2902,3
5916,2902,3
5929,2902,3
5954,2902,4
6005,2902,4
278,2903,3
305,2903,1
424,2903,2
461,2903,2
462,2903,3
549,2903,1
601,2903,3
663,2903,3
678,2903,2
695,2903,3
705,2903,3
710,2903,1
732,2903,1
749,2903,3
798,2903,1
808,2903,2
1017,2903,2
1035,2903,2
1112,2903,1
1146,2903,2
1165,2903,3
1207,2903,3
1284,2903,1
1297,2903,2
1357,2903,1
1422,2903,3
1449,2903,1
1496,2903,1
1599,2903,3
1680,2903,1
1737,2903,2
1941,2903,1
1980,2903,3
2035,2903,2
2164,2903,3
2181,2903,4
2352,2903,1
2503,2903,3
2854,2903,1
2909,2903,3
2910,2903,2
2962,2903,1
3032,2903,3
3320,2903,2
3476,2903,1
3626,2903,3
3683,2903,1
3762,2903,1
3768,2903,2
3771,2903,3
3801,2903,3
3806,2903,3
3807,2903,1
3808,2903,1
3824,2903,2
3841,2903,3
3844,2903,3
3914,2903,2
3998,2903,1
4040,2903,1
4041,2903,2
4089,2903,2
4116,2903,2
4169,2903,2
4227,2903,1
4238,2903,2
4277,2903,3
4279,2903,3
4312,2903,3
4337,2903,2
4344,2903,1
4419,2903,1
4447,2903,1
4482,2903,3
4508,2903,1
4510,2903,2
4543,2903,2
4556,2903,1
4637,2903,1
4742,2903,2
4758,2903,4
4972,2903,3
5011,2903,4
5166,2903,1
5363,2903,4
5486,2903,2
5511,2903,1
5597,2903,1
5627,2903,2
5698,2903,1
5738,2903,1
5747,2903,1
5767,2903,4
5788,2903,2
5795,2903,4
5824,2903,2
5916,2903,2
5954,2903,3
97,2904,5
238,2904,5
850,2904,4
1131,2904,5
1698,2904,4
1821,2904,4
2241,2904,3
3292,2904,4
3610,2904,1
3618,2904,3
4169,2904,4
4497,2904,4
4519,2904,1
4958,2904,4
5289,2904,4
5517,2904,4
5537,2904,5
157,2905,4
173,2905,5
195,2905,4
352,2905,5
408,2905,5
471,2905,5
514,2905,5
526,2905,5
621,2905,5
626,2905,5
647,2905,5
839,2905,5
872,2905,5
1071,2905,5
1113,2905,5
1140,2905,5
1181,2905,4
1224,2905,5
1274,2905,4
1303,2905,5
1352,2905,4
1399,2905,5
1489,2905,2
1635,2905,5
1726,2905,4
1733,2905,5
1741,2905,5
1780,2905,4
2030,2905,4
2088,2905,5
2110,2905,5
2349,2905,4
2397,2905,5
2627,2905,4
2703,2905,5
2727,2905,5
2748,2905,5
2753,2905,4
2807,2905,4
2826,2905,4
2943,2905,5
3497,2905,5
3507,2905,5
3638,2905,5
3821,2905,3
4064,2905,4
4072,2905,4
4156,2905,5
4169,2905,5
4344,2905,4
4508,2905,4
4585,2905,4
4589,2905,5
4661,2905,4
4948,2905,4
5065,2905,5
5134,2905,5
5255,2905,5
5283,2905,5
5350,2905,5
5376,2905,5
5535,2905,5
5715,2905,5
5747,2905,5
5793,2905,4
5845,2905,5
5917,2905,5
5968,2905,5
5981,2905,4
26,2906,4
39,2906,2
92,2906,1
123,2906,3
133,2906,4
148,2906,3
192,2906,2
202,2906,4
302,2906,2
310,2906,4
319,2906,2
364,2906,1
376,2906,3
416,2906,2
429,2906,4
432,2906,2
445,2906,2
461,2906,2
499,2906,4
506,2906,3
518,2906,3
531,2906,1
549,2906,1
604,2906,2
685,2906,2
689,2906,2
699,2906,2
779,2906,3
812,2906,4
854,2906,1
881,2906,2
889,2906,1
911,2906,3
934,2906,2
935,2906,3
940,2906,1
970,2906,4
975,2906,2
1010,2906,1
1016,2906,2
1034,2906,3
1050,2906,1
1069,2906,2
1079,2906,1
1137,2906,2
1149,2906,1
1151,2906,2
1156,2906,4
1172,2906,2
1181,2906,1
1193,2906,3
1194,2906,2
1204,2906,1
1261,2906,3
1366,2906,2
1376,2906,3
1383,2906,2
1390,2906,1
1409,2906,3
1436,2906,3
1449,2906,1
1489,2906,1
1608,2906,1
1609,2906,3
1640,2906,2
1679,2906,1
1690,2906,2
1701,2906,2
1712,2906,2
1716,2906,2
1737,2906,3
1794,2906,1
1851,2906,1
1865,2906,2
1875,2906,1
1883,2906,1
1908,2906,3
1934,2906,2
