2,2501,5,978298600
10,2501,5,978226402
15,2501,4,978198125
17,2501,4,978159815
25,2501,5,978132742
48,2501,4,977975890
76,2501,5,977848235
82,2501,5,977774902
96,2501,4,980563708
123,2501,4,979323554
148,2501,4,977352656
161,2501,4,977219693
163,2501,4,977213080
187,2501,5,977076914
193,2501,3,1025572911
194,2501,4,977014278
195,2501,4,992055727
202,2501,3,976937170
203,2501,2,976928708
204,2501,4,978039125
216,2501,5,976869335
223,2501,5,976905210
233,2501,5,976794938
238,2501,4,976760637
240,2501,5,976757496
247,2501,4,976728216
253,2501,5,976688259
258,2501,4,976671789
271,2501,4,986184232
284,2501,5,976570498
287,2501,4,976569076
300,2501,5,976506234
309,2501,5,976553352
314,2501,5,976473601
326,2501,5,976422119
333,2501,3,996354231
338,2501,5,988165610
349,2501,4,1008988541
351,2501,3,976325067
352,2501,5,976331092
355,2501,4,977031351
360,2501,4,976318729
372,2501,5,980448728
385,2501,4,976300245
396,2501,5,976296182
403,2501,5,976307932
409,2501,3,976290899
411,2501,4,1010353171
424,2501,4,997755058
426,2501,4,976589722
431,2501,4,976250638
439,2501,4,976243515
450,2501,3,976234902
451,2501,3,976416539
464,2501,5,976226749
490,2501,5,976215116
493,2501,4,976215196
495,2501,4,976215105
509,2501,4,976208033
518,2501,3,978540807
524,2501,4,976167563
528,2501,4,1033679813
531,2501,2,978970178
549,2501,5,976068828
550,2501,4,976168751
551,2501,4,976065746
593,2501,4,975899680
603,2501,3,975873789
635,2501,4,975768756
656,2501,3,975697130
659,2501,4,975690846
660,2501,3,976741226
673,2501,1,975619267
678,2501,5,1023804357
699,2501,5,975562095
714,2501,4,975534928
752,2501,2,1029311140
754,2501,5,975538914
765,2501,5,975451777
777,2501,3,975441284
787,2501,4,975787248
822,2501,5,975380044
825,2501,5,975493642
889,2501,2,975255414
918,2501,5,978241133
922,2501,3,975200943
933,2501,5,975186036
934,2501,4,992025373
957,2501,4,975129615
963,2501,4,979952358
966,2501,3,975115490
973,2501,5,975860742
977,2501,5,975110777
984,2501,4,975112424
997,2501,3,975205653
999,2501,4,975362975
1056,2501,3,974952179
1062,2501,5,975048176
1088,2501,4,977340615
1109,2501,3,974920654
1119,2501,4,974915452
1121,2501,4,1022868935
1124,2501,5,974908806
1125,2501,3,974926166
1130,2501,4,976912808
1137,2501,4,982911799
1138,2501,5,974879141
1139,2501,5,980573783
1141,2501,4,1005053251
1145,2501,5,974873935
1164,2501,3,977274411
1165,2501,5,990332347
1173,2501,3,974858606
1177,2501,5,974857978
1182,2501,3,974853507
1192,2501,5,980903995
1194,2501,4,1036258530
1196,2501,3,974847290
1202,2501,5,974850236
1203,2501,4,974926987
1205,2501,5,974843715
1207,2501,4,974847666
1228,2501,4,975353355
1246,2501,4,975931194
1266,2501,5,974862551
1279,2501,2,974798182
1281,2501,3,974793380
1287,2501,3,977734533
1306,2501,5,1009174283
1308,2501,5,974784790
1314,2501,5,975532037
1317,2501,4,974782127
1331,2501,4,974953629
1350,2501,5,974772627
1354,2501,2,978298113
1380,2501,4,974947856
1390,2501,5,991717640
1399,2501,4,1008602278
1400,2501,5,974766651
1407,2501,4,974764186
1415,2501,3,993497126
1422,2501,4,979163601
1426,2501,3,977327098
1447,2501,2,1019419705
1448,2501,4,976122530
1465,2501,3,974755538
1499,2501,4,974849831
1501,2501,5,987000801
1508,2501,3,974748297
1526,2501,3,974745067
1542,2501,3,974746647
1556,2501,4,974910908
1566,2501,5,974738829
1571,2501,4,974738874
1577,2501,5,974739724
1579,2501,3,976641638
1591,2501,5,974740003
1593,2501,3,974754955
1599,2501,4,974735720
1600,2501,5,974733295
1605,2501,4,974927242
1628,2501,4,975161589
1634,2501,5,974717412
1647,2501,3,974807306
1661,2501,4,974711274
1663,2501,5,974711161
1666,2501,4,974710409
1671,2501,5,1018245365
1684,2501,4,974709454
1685,2501,4,974719503
1690,2501,3,974710574
1695,2501,4,974708974
1696,2501,5,974763008
1697,2501,5,974733869
1698,2501,4,975874200
1701,2501,4,1009696918
1707,2501,5,974876655
1712,2501,5,980384553
1741,2501,4,974711597
1766,2501,5,974701316
1767,2501,4,974702769
1794,2501,4,974704767
1796,2501,4,974701205
1806,2501,4,977293600
1812,2501,4,974700038
1820,2501,5,974703506
1832,2501,5,974698102
1837,2501,4,974839135
1841,2501,3,974745366
1861,2501,4,974700880
1879,2501,5,974693658
1883,2501,5,974693633
1889,2501,5,976400113
1890,2501,3,974693779
1897,2501,4,974772410
1898,2501,4,974698922
1908,2501,5,974872088
1928,2501,4,974693055
1946,2501,4,978996610
1949,2501,5,974690245
1958,2501,4,1037543464
1960,2501,5,975458952
1961,2501,4,974686990
1962,2501,3,974757483
1963,2501,4,974688016
1976,2501,4,974687395
1980,2501,5,974686998
1982,2501,4,1027665477
1984,2501,3,974684059
1988,2501,3,975118703
1998,2501,4,976021894
2000,2501,5,974680457
2018,2501,4,974679294
2041,2501,4,979180015
2046,2501,4,974666463
2050,2501,5,975524346
2063,2501,3,974659838
2070,2501,5,978464970
2071,2501,5,975903384
2073,2501,5,974661279
2082,2501,5,974655161
2092,2501,5,1002065479
2105,2501,3,974666815
2106,2501,3,974826932
2116,2501,4,974648111
2124,2501,5,974651502
2135,2501,4,974642329
2136,2501,5,974641835
2137,2501,5,974641033
2166,2501,4,974615900
2174,2501,4,974612263
2179,2501,4,974608516
2181,2501,5,974860134
2187,2501,5,974607988
2190,2501,4,1033340399
2191,2501,4,974606670
2195,2501,5,989112960
2202,2501,1,974605331
2221,2501,4,974602269
2223,2501,4,975261225
2230,2501,5,974597583
2233,2501,5,974598948
2235,2501,5,974615109
2239,2501,4,986873652
2261,2501,4,974583208
2264,2501,4,974581087
2271,2501,5,1007331525
2276,2501,5,974561962
2280,2501,4,974692342
2290,2501,4,974518554
2303,2501,5,974582954
2322,2501,5,974465343
2357,2501,3,974385168
2380,2501,5,974331045
2410,2501,3,974251276
2436,2501,5,1015941407
2448,2501,5,974216935
2459,2501,5,974174006
2465,2501,4,974223872
2472,2501,3,974235346
2478,2501,4,976746754
2484,2501,3,974149074
2485,2501,5,974144762
2489,2501,4,990967512
2496,2501,3,974261361
2526,2501,5,974066447
2529,2501,3,974055132
2560,2501,5,973988404
2581,2501,4,973889024
2585,2501,4,973877851
2600,2501,4,973804825
2607,2501,5,973728096
2608,2501,4,973727422
2616,2501,3,973694794
2617,2501,5,973686962
2634,2501,5,975934706
2638,2501,5,973572634
2641,2501,4,973567750
2643,2501,2,973563991
2650,2501,5,973548186
2654,2501,5,973545957
2689,2501,5,973348087
2695,2501,5,973309990
2723,2501,5,973276744
2724,2501,4,973272109
2733,2501,4,973233737
2743,2501,5,973219996
2753,2501,5,973196594
2764,2501,5,973135885
2773,2501,3,973070563
2776,2501,5,973055701
2777,2501,5,973049838
2793,2501,4,972933059
2794,2501,4,972920964
2810,2501,5,972790953
2841,2501,5,972588503
2854,2501,3,972512749
2856,2501,5,972505618
2882,2501,5,972242874
2884,2501,5,972215674
2887,2501,5,972176398
2889,2501,4,972056735
2913,2501,4,971768185
2931,2501,5,971505297
2970,2501,4,971097962
2980,2501,3,983053729
2986,2501,4,971847207
3013,2501,4,990482686
3018,2501,4,970506601
3029,2501,3,970363153
3067,2501,4,969995743
3068,2501,4,969989641
3074,2501,5,990068741
3075,2501,3,969904205
3080,2501,1,1018892920
3082,2501,4,969813732
3086,2501,5,969691175
3105,2501,5,969906853
3125,2501,4,993073778
3129,2501,5,969279380
3192,2501,5,968645105
3200,2501,3,968629119
3213,2501,5,968518230
3224,2501,3,968444862
3230,2501,4,968390851
3243,2501,5,968392827
3246,2501,2,968307941
3261,2501,4,968252185
3271,2501,5,968198215
3272,2501,3,968276701
3292,2501,4,968211890
3301,2501,2,968215598
3305,2501,5,968002707
3363,2501,2,982983818
3364,2501,4,967669343
3367,2501,5,971617278
3386,2501,5,969256917
3411,2501,4,975353336
3434,2501,4,967336792
3441,2501,1,972961058
3454,2501,5,970771343
3460,2501,2,967184500
3469,2501,5,967229000
3471,2501,3,973140426
3475,2501,4,967130147
3483,2501,4,987173267
3490,2501,3,967050233
3491,2501,4,967066175
3498,2501,5,966999090
3504,2501,3,966982663
3526,2501,1,967617501
3538,2501,4,966885138
3551,2501,4,966823710
3558,2501,5,966804982
3597,2501,4,966629503
3600,2501,4,966625679
3618,2501,5,967115833
3625,2501,3,966561834
3650,2501,2,966457676
3679,2501,5,981482281
3681,2501,4,966355532
3687,2501,4,966316827
3690,2501,3,966308529
3699,2501,5,966293809
3701,2501,4,966291342
3705,2501,4,966285844
3717,2501,4,967475906
3726,2501,4,966227139
3774,2501,4,966041221
3792,2501,5,966635124
3808,2501,3,965971917
3813,2501,4,965955722
3821,2501,3,974761416
3823,2501,5,965942403
3824,2501,4,998787858
3836,2501,5,965924076
3841,2501,3,965998805
3887,2501,4,965804817
3921,2501,4,965718438
3940,2501,5,965752601
3942,2501,3,966547158
3960,2501,5,965671955
3963,2501,4,977982506
3976,2501,5,965651710
4033,2501,5,965514955
4048,2501,5,965504367
4072,2501,4,965453470
4082,2501,3,965441313
4086,2501,5,965515492
4094,2501,4,965420336
4115,2501,4,965367851
4117,2501,5,1024602541
4118,2501,5,965362341
4141,2501,5,965351312
4150,2501,3,965341571
4162,2501,4,965335961
4169,2501,5,975803570
4186,2501,4,965329026
4217,2501,4,965318910
4228,2501,5,965313042
4231,2501,4,965311517
4248,2501,4,965309499
4253,2501,3,965310573
4268,2501,5,965304156
4277,2501,5,986969321
4286,2501,5,965277993
4290,2501,5,965276302
4302,2501,5,965270535
4303,2501,4,965267494
4316,2501,4,965255125
4322,2501,5,965248786
4326,2501,4,965245014
4327,2501,5,979929313
4335,2501,4,965238590
4337,2501,3,965237678
4388,2501,5,965219397
4407,2501,5,965155310
4431,2501,2,965100659
4448,2501,4,992365243
4473,2501,4,965064477
4489,2501,4,1026925615
4491,2501,5,965008241
4505,2501,4,964982334
4510,2501,3,964979506
4552,2501,4,964560430
4553,2501,2,964551353
4560,2501,4,964648065
4561,2501,5,970176864
4578,2501,3,964388457
4593,2501,3,964236820
4605,2501,3,964203745
4637,2501,5,964031482
4643,2501,5,963997999
4653,2501,4,963939782
4659,2501,5,963876398
4662,2501,2,963869363
4676,2501,5,963724719
4691,2501,5,968971571
4702,2501,4,963541234
4708,2501,3,963513407
4729,2501,4,963349122
4739,2501,5,963877718
4746,2501,5,963245079
4747,2501,5,963242655
4757,2501,5,963158314
4761,2501,4,963100497
4776,2501,5,963028722
4779,2501,5,963018360
4786,2501,5,963000495
4805,2501,5,963545212
4816,2501,5,962926937
4824,2501,4,962915953
4826,2501,4,962919110
4831,2501,5,962902628
4833,2501,5,962898528
4834,2501,4,990758228
4845,2501,4,962836515
4860,2501,4,962828531
4875,2501,5,975228006
4887,2501,4,962739050
4889,2501,4,963009712
4895,2501,5,965615106
4897,2501,5,962719216
4905,2501,3,962682318
4918,2501,4,966908407
4934,2501,5,962648884
4936,2501,4,962646336
4937,2501,5,962646216
4942,2501,5,962643259
4945,2501,4,962644002
4950,2501,4,1012186605
4953,2501,4,962639975
4958,2501,5,962684377
4963,2501,5,962626136
4981,2501,4,962599514
4989,2501,5,962593817
4991,2501,4,962591895
5000,2501,4,962594607
5002,2501,4,963025506
5005,2501,4,962597117
5016,2501,1,962584398
5024,2501,3,962579747
5026,2501,4,962578606
5038,2501,3,963797184
5046,2501,3,962500359
5047,2501,4,962498584
5048,2501,5,962497801
5049,2501,3,962500160
5057,2501,3,962485001
5074,2501,5,962550633
5085,2501,4,962396760
5086,2501,3,962463339
5091,2501,5,962388534
5107,2501,4,962337817
5109,2501,5,962455270
5118,2501,5,962295520
5131,2501,4,962131256
5134,2501,5,962089567
5136,2501,4,962088255
5139,2501,4,962060660
5148,2501,4,962013676
5163,2501,5,961952503
5173,2501,4,971031414
5186,2501,5,961727014
5191,2501,5,961701274
5220,2501,3,961545040
5250,2501,5,961356002
5251,2501,4,970442303
5256,2501,5,961273182
5276,2501,4,964730099
5302,2501,4,960953335
5305,2501,4,960939864
5312,2501,5,1044638609
5324,2501,4,960857130
5333,2501,5,960827019
5335,2501,3,960764663
5340,2501,3,960701558
5342,2501,4,961200803
5344,2501,4,960678332
5349,2501,5,960663653
5361,2501,4,960520791
5371,2501,4,978981875
5406,2501,4,960306650
5428,2501,4,960079168
5429,2501,5,960076450
5431,2501,5,960069451
5453,2501,3,959927754
5473,2501,4,959886607
5483,2501,5,959889626
5496,2501,4,959809707
5511,2501,5,959714333
5516,2501,5,959704929
5525,2501,5,959636828
5526,2501,4,963100046
5536,2501,3,959815585
5555,2501,4,959551434
5558,2501,4,959389487
5561,2501,4,959374557
5587,2501,4,959283008
5605,2501,4,959195753
5615,2501,4,959131613
5623,2501,4,959094594
5636,2501,3,981100188
5641,2501,4,958925196
5649,2501,4,958866078
5654,2501,4,967654237
5657,2501,4,958828330
5677,2501,4,958930031
5682,2501,4,1026880971
5683,2501,4,961266877
5689,2501,4,959364789
5730,2501,3,958442032
5738,2501,4,958414997
5746,2501,4,958354986
5747,2501,4,958359962
5755,2501,3,958265471
5770,2501,5,958172496
5777,2501,3,958159689
5779,2501,5,958163654
5792,2501,4,1001009212
5795,2501,4,958077775
5812,2501,5,957943858
5831,2501,4,957888351
5832,2501,5,957886854
5835,2501,4,957845486
5845,2501,4,957793819
5851,2501,5,957756769
5855,2501,5,957733719
5868,2501,5,957574060
5870,2501,5,957568071
5871,2501,4,957800194
5874,2501,4,957562948
5878,2501,4,957549742
5881,2501,5,957539777
5887,2501,4,957485348
5889,2501,5,957476425
5890,2501,5,957469425
5915,2501,4,957335046
5950,2501,4,957180626
5953,2501,3,957141259
5955,2501,5,957111818
5971,2501,4,957314697
6000,2501,5,956879707
6002,2501,5,960005977
6009,2501,3,956786922
6011,2501,5,956787177
6036,2501,4,956712862
6037,2501,4,956709469
19,2502,4,979429593
22,2502,3,978153751
23,2502,3,978465505
25,2502,5,978131157
36,2502,3,978061792
39,2502,5,978043605
53,2502,4,977949481
63,2502,5,977900636
83,2502,5,977719652
84,2502,5,977716384
92,2502,5,986188271
102,2502,1,1039274339
123,2502,3,977447290
132,2502,4,977428916
134,2502,2,977845712
135,2502,5,977417013
143,2502,4,977350722
151,2502,4,978681992
163,2502,3,977321408
169,2502,5,1019531017
182,2502,4,977085503
187,2502,4,977233723
195,2502,4,988591511
198,2502,5,976979631
199,2502,2,976977679
202,2502,5,976935006
216,2502,4,976871457
255,2502,5,976678779
272,2502,5,976694368
274,2502,4,976593820
284,2502,5,976572626
293,2502,3,997660869
295,2502,5,976526635
299,2502,5,977035741
301,2502,5,976521285
302,2502,5,976505522
306,2502,3,977366332
329,2502,3,976472997
343,2502,5,1004884690
346,2502,4,976333808
349,2502,5,1028172936
354,2502,4,976324075
355,2502,4,976676592
376,2502,5,980621405
386,2502,3,976303262
392,2502,4,976304578
396,2502,4,976303565
398,2502,3,1044565688
402,2502,3,976296037
403,2502,3,976304827
415,2502,4,976288642
423,2502,2,976281886
424,2502,4,1016719873
426,2502,4,976280758
429,2502,4,976255753
430,2502,5,976251730
442,2502,5,978732439
457,2502,3,976230862
462,2502,4,988822372
463,2502,3,976227985
466,2502,4,976227345
474,2502,4,976230574
482,2502,3,976221933
496,2502,5,989182178
509,2502,5,976206224
524,2502,4,976169748
528,2502,1,976410832
531,2502,4,978644614
533,2502,4,976208244
534,2502,5,976139190
546,2502,5,976069013
549,2502,4,976117414
556,2502,4,976054763
570,2502,2,976000712
575,2502,4,975989182
582,2502,5,981996083
587,2502,4,975945303
588,2502,3,975935299
590,2502,5,975913485
594,2502,1,975900076
597,2502,4,975904674
601,2502,4,975881350
604,2502,2,975870501
605,2502,3,975872053
620,2502,4,975800821
621,2502,5,975797209
623,2502,5,979187160
639,2502,3,975728941
643,2502,4,975717688
647,2502,5,975714406
648,2502,5,1030230563
651,2502,3,975704267
657,2502,4,975694849
669,2502,3,975631547
676,2502,5,975649900
678,2502,3,989240558
680,2502,2,975604241
684,2502,4,975602547
687,2502,4,975692157
692,2502,4,979437422
694,2502,4,975562110
696,2502,4,994578057
698,2502,5,1015124889
699,2502,3,986439814
701,2502,3,979094400
710,2502,4,975736808
712,2502,3,975538007
720,2502,4,975528937
721,2502,3,976462633
723,2502,4,975524642
724,2502,2,975522286
731,2502,4,975529595
732,2502,1,975487026
735,2502,4,975646688
736,2502,4,1045710565
743,2502,3,975469136
744,2502,5,975471487
752,2502,4,975464698
757,2502,3,975453031
765,2502,4,975612512
770,2502,4,975443328
772,2502,4,975440425
780,2502,3,975439943
781,2502,4,975435179
787,2502,4,975429247
789,2502,5,975429505
792,2502,3,975422350
796,2502,3,976289149
802,2502,4,975397852
809,2502,5,975394757
812,2502,4,975395783
815,2502,5,975393053
818,2502,3,975385246
823,2502,4,975380058
828,2502,4,975370286
832,2502,4,975363036
838,2502,4,975359647
839,2502,4,980811622
850,2502,4,975352052
855,2502,4,975467311
864,2502,4,977530276
869,2502,4,975277395
879,2502,4,977537035
881,2502,4,1014314105
891,2502,4,975233204
926,2502,5,1006643824
927,2502,5,975194720
929,2502,4,977602203
934,2502,3,975184368
935,2502,2,975183890
940,2502,3,975175758
963,2502,3,975207270
977,2502,3,975109711
993,2502,4,991920246
996,2502,5,975053043
1001,2502,4,976297304
1004,2502,5,975050165
1010,2502,4,975228032
1015,2502,5,979451766
1019,2502,4,975424277
1040,2502,4,974977707
1050,2502,2,974963795
1051,2502,4,974959704
1055,2502,3,974952714
1058,2502,4,974958991
1068,2502,5,974945638
1079,2502,4,987012397
1086,2502,4,974933499
1088,2502,4,991603679
1096,2502,5,974928909
1097,2502,3,974927914
1100,2502,4,974925817
1110,2502,4,974920506
1112,2502,2,974948247
1113,2502,5,974915996
1114,2502,1,974915323
1121,2502,4,1022867698
1124,2502,3,974911180
1130,2502,4,974900799
1137,2502,3,975363093
1142,2502,4,1009552951
1150,2502,1,974876272
1151,2502,5,974870194
1156,2502,2,974864979
1160,2502,4,1008037517
1168,2502,4,974933566
1172,2502,4,974868533
1173,2502,3,974860540
1184,2502,2,974853104
1194,2502,2,1036823605
1201,2502,5,975207976
1211,2502,5,976217804
1230,2502,4,974842716
1244,2502,5,974831537
1246,2502,4,975071331
1261,2502,5,974822414
1263,2502,5,974820750
1264,2502,5,974822505
1265,2502,3,1011716955
1280,2502,4,974796511
1284,2502,2,974839597
1293,2502,4,974789884
1297,2502,4,974791700
1300,2502,4,974789393
1303,2502,4,1042295595
1317,2502,3,979257800
1329,2502,5,976832372
1345,2502,5,974774157
1350,2502,4,974773301
1366,2502,4,974769446
1380,2502,4,975011134
1389,2502,5,1038285669
1390,2502,4,1026442231
1391,2502,5,974770988
1395,2502,5,979226997
1396,2502,5,974765472
1418,2502,4,974761875
1421,2502,4,974759382
1425,2502,4,980119411
1426,2502,4,1044318406
1430,2502,5,974759305
1432,2502,3,974759484
1447,2502,4,981017020
1448,2502,4,976130198
1451,2502,4,974763747
1457,2502,4,974757114
1466,2502,4,974755682
1474,2502,2,974754286
1479,2502,4,974752751
1482,2502,3,975204360
1484,2502,3,974752546
1486,2502,5,974760318
1492,2502,4,974750503
1496,2502,4,974754076
1500,2502,5,978760293
1501,2502,4,974760306
1509,2502,4,974833988
1516,2502,1,976295549
1519,2502,4,974771334
1528,2502,5,974744950
1530,2502,3,985070366
1538,2502,4,974756796
1542,2502,4,974744651
1544,2502,4,974744384
1546,2502,4,974826024
1553,2502,2,974742275
1556,2502,3,989846826
1565,2502,3,974739917
1570,2502,4,974737614
1571,2502,2,974737505
1574,2502,5,974737580
1579,2502,4,980529625
1584,2502,4,974966031
1587,2502,4,974740517
1592,2502,4,974738158
1605,2502,4,975380159
1607,2502,4,974732580
1608,2502,3,974730707
1613,2502,4,974730079
1616,2502,5,974733636
1617,2502,3,974731756
1632,2502,1,974718387
1635,2502,5,974773649
1636,2502,3,974962492
1639,2502,3,974717344
1645,2502,5,974978667
1647,2502,3,974712111
1655,2502,5,978547211
1658,2502,4,974717631
1676,2502,5,974709459
1679,2502,5,974709549
1685,2502,4,974721589
1688,2502,5,974709672
1690,2502,5,974714286
1694,2502,3,974714219
1701,2502,3,984452871
1712,2502,4,1012111097
1714,2502,4,974707820
1725,2502,3,974705684
